image_path,gender,articleType,baseColour
./images\8129.jpg,Men,Belts,Brown
./images\52949.jpg,Women,Sarees,Multi
./images\46378.jpg,Men,Shirts,Blue
./images\36389.jpg,Men,Socks,Grey
./images\44754.jpg,Women,Casual Shoes,Grey
./images\34990.jpg,Women,Sarees,Grey
./images\12812.jpg,Men,Shorts,Black
./images\31782.jpg,Women,Tops,Blue
./images\7835.jpg,Men,Sports Shoes,Black
./images\28381.jpg,Men,Sunglasses,Black
./images\14714.jpg,Men,Trousers,Navy Blue
./images\13365.jpg,Men,Casual Shoes,Black
./images\59149.jpg,Men,Formal Shoes,Brown
./images\45736.jpg,Women,Kurtas,Black
./images\13924.jpg,Women,Sports Shoes,Black
./images\41775.jpg,Women,Tops,Green
./images\25709.jpg,Unisex,Caps,Red
./images\4971.jpg,Men,Shirts,Green
./images\49310.jpg,Men,Socks,Navy Blue
./images\8265.jpg,Men,Shirts,White
./images\56946.jpg,Women,Heels,Gold
./images\56682.jpg,Men,Watches,White
./images\55208.jpg,Women,Lipstick,Brown
./images\9600.jpg,Men,Shirts,Navy Blue
./images\3089.jpg,Men,Tshirts,Black
./images\11710.jpg,Men,Shirts,White
./images\28012.jpg,Men,Trunk,Black
./images\12266.jpg,Men,Shirts,Blue
./images\21271.jpg,Unisex,Backpacks,Grey
./images\14966.jpg,Men,Wallets,Brown
./images\4837.jpg,Men,Tshirts,White
./images\38284.jpg,Boys,Tshirts,Green
./images\16239.jpg,Unisex,Sandals,Pink
./images\44004.jpg,Men,Perfume and Body Mist,Blue
./images\59462.jpg,Women,Ring,Silver
./images\27829.jpg,Men,Belts,Brown
./images\31039.jpg,Men,Shirts,White
./images\27188.jpg,Men,Tshirts,Brown
./images\25646.jpg,Unisex,Watches,White
./images\27971.jpg,Men,Innerwear Vests,Green
./images\11218.jpg,Men,Watches,Steel
./images\5327.jpg,Men,Casual Shoes,Navy Blue
./images\43842.jpg,Women,Earrings,Black
./images\55260.jpg,Women,Kajal and Eyeliner,Green
./images\27771.jpg,Men,Wallets,Brown
./images\4546.jpg,Men,Sports Shoes,Black
./images\24148.jpg,Men,Tshirts,Yellow
./images\57047.jpg,Women,Dresses,Black
./images\16643.jpg,Men,Tshirts,Blue
./images\26246.jpg,Men,Tshirts,Green
./images\1785.jpg,Men,Sports Shoes,White
./images\7048.jpg,Men,Casual Shoes,Black
./images\15436.jpg,Women,Handbags,Maroon
./images\58439.jpg,Women,Dresses,Black
./images\13561.jpg,Women,Flats,Black
./images\13889.jpg,Women,Shirts,Blue
./images\33755.jpg,Women,Tops,Green
./images\26624.jpg,Women,Sports Shoes,Purple
./images\40450.jpg,Men,Casual Shoes,Brown
./images\33412.jpg,Women,Wallets,Purple
./images\59578.jpg,Men,Cufflinks,Steel
./images\50031.jpg,Men,Lounge Pants,Grey
./images\8476.jpg,Women,Tops,Pink
./images\46929.jpg,Men,Perfume and Body Mist,Blue
./images\37746.jpg,Men,Shirts,Blue
./images\19673.jpg,Women,Tshirts,Pink
./images\12084.jpg,Women,Kurtas,Blue
./images\26363.jpg,Women,Tshirts,White
./images\33883.jpg,Men,Watches,Black
./images\45023.jpg,Women,Watches,Black
./images\13028.jpg,Women,Heels,Black
./images\44942.jpg,Men,Sandals,Brown
./images\6053.jpg,Men,Tshirts,Black
./images\26148.jpg,Men,Trousers,Brown
./images\56561.jpg,Women,Lip Gloss,Brown
./images\23599.jpg,Women,Fragrance Gift Set,Green
./images\45341.jpg,Women,Heels,Beige
./images\38125.jpg,Unisex,Caps,Olive
./images\2805.jpg,Men,Sandals,Black
./images\57395.jpg,Women,Briefs,Brown
./images\46396.jpg,Men,Shirts,Blue
./images\9774.jpg,Men,Tshirts,White
./images\17162.jpg,Men,Shirts,Blue
./images\3283.jpg,Men,Tshirts,Black
./images\41470.jpg,Women,Heels,Black
./images\2120.jpg,Women,Tops,Navy Blue
./images\22342.jpg,Men,Tshirts,Grey
./images\3879.jpg,Men,Tshirts,Blue
./images\48333.jpg,Women,Necklace and Chains,Silver
./images\54225.jpg,Men,Trousers,Khaki
./images\59778.jpg,Women,Bracelet,Gold
./images\5329.jpg,Men,Sports Shoes,Blue
./images\31352.jpg,Men,Jeans,Navy Blue
./images\43387.jpg,Men,Wallets,Black
./images\13330.jpg,Men,Shirts,White
./images\35104.jpg,Men,Wallets,Black
./images\28755.jpg,Women,Kurtas,Purple
./images\22600.jpg,Men,Tshirts,White
./images\5948.jpg,Men,Shirts,Red
./images\58115.jpg,Women,Pendant,Silver
./images\32833.jpg,Women,Heels,Brown
./images\17947.jpg,Men,Track Pants,Blue
./images\12888.jpg,Men,Sports Shoes,White
./images\10080.jpg,Men,Sports Shoes,Black
./images\17702.jpg,Unisex,Casual Shoes,Yellow
./images\35316.jpg,Women,Earrings,Silver
./images\32395.jpg,Women,Shirts,Grey
./images\3078.jpg,Men,Tshirts,Green
./images\55838.jpg,Women,Nail Polish,Red
./images\22818.jpg,Men,Casual Shoes,Black
./images\24927.jpg,Women,Tops,Pink
./images\28100.jpg,Men,Briefs,Black
./images\45612.jpg,Men,Formal Shoes,Brown
./images\46011.jpg,Women,Sarees,Maroon
./images\45303.jpg,Men,Belts,Black
./images\44907.jpg,Men,Tshirts,Black
./images\19481.jpg,Men,Shorts,Black
./images\28269.jpg,Men,Deodorant,Blue
./images\57689.jpg,Women,Face Moisturisers,Yellow
./images\19350.jpg,Men,Casual Shoes,White
./images\35649.jpg,Men,Sandals,Black
./images\6257.jpg,Women,Tshirts,Black
./images\11346.jpg,Men,Jeans,Blue
./images\17078.jpg,Women,Wallets,Red
./images\9053.jpg,Men,Sports Shoes,Grey
./images\38026.jpg,Women,Watches,Orange
./images\52135.jpg,Women,Tshirts,Green
./images\16849.jpg,Unisex,Sunglasses,Green
./images\55891.jpg,Women,Nail Polish,Blue
./images\28735.jpg,Women,Kurtas,Brown
./images\35788.jpg,Women,Heels,Black
./images\57095.jpg,Women,Shorts,Black
./images\56317.jpg,Women,Watches,Black
./images\38344.jpg,Boys,Tshirts,Red
./images\57861.jpg,Women,Sunscreen,Green
./images\44445.jpg,Unisex,Flip Flops,Red
./images\48427.jpg,Men,Tshirts,White
./images\24627.jpg,Unisex,Casual Shoes,Black
./images\19402.jpg,Men,Tshirts,Black
./images\26154.jpg,Men,Trousers,Black
./images\39172.jpg,Women,Kurtas,Grey
./images\26956.jpg,Women,Tops,Black
./images\25640.jpg,Men,Watches,White
./images\33308.jpg,Boys,Jeans,Black
./images\25836.jpg,Women,Kurtas,Peach
./images\20592.jpg,Women,Wallets,Purple
./images\4107.jpg,Men,Sandals,Black
./images\37607.jpg,Girls,Tshirts,Sea Green
./images\11005.jpg,Men,Watches,Black
./images\45937.jpg,Men,Watches,White
./images\5934.jpg,Men,Casual Shoes,Black
./images\30941.jpg,Women,Tunics,Rust
./images\22663.jpg,Unisex,Backpacks,Blue
./images\53431.jpg,Women,Kurtas,Black
./images\13725.jpg,Men,Caps,Maroon
./images\3281.jpg,Men,Tshirts,White
./images\26183.jpg,Women,Flats,Black
./images\46768.jpg,Women,Perfume and Body Mist,Peach
./images\54134.jpg,Women,Heels,Brown
./images\53159.jpg,Men,Shirts,White
./images\16383.jpg,Men,Tshirts,Green
./images\38562.jpg,Men,Shorts,Black
./images\20463.jpg,Women,Mobile Pouch,Black
./images\33776.jpg,Unisex,Socks,Grey
./images\47513.jpg,Men,Briefs,Navy Blue
./images\34292.jpg,Women,Dupatta,Multi
./images\33501.jpg,Women,Capris,Pink
./images\55152.jpg,Women,Nail Polish,Purple
./images\48183.jpg,Women,Handbags,Brown
./images\47663.jpg,Women,Scarves,Brown
./images\46617.jpg,Women,Heels,Gold
./images\12026.jpg,Men,Shirts,White
./images\5156.jpg,Women,Tshirts,White
./images\2214.jpg,Women,Socks,Black
./images\30569.jpg,Men,Sunglasses,Brown
./images\20942.jpg,Men,Flip Flops,Green
./images\24964.jpg,Men,Tshirts,Black
./images\15442.jpg,Women,Handbags,Yellow
./images\14296.jpg,Men,Tshirts,Green
./images\8888.jpg,Men,Shirts,Pink
./images\3738.jpg,Men,Tshirts,White
./images\54726.jpg,Women,Kurtas,Red
./images\33926.jpg,Women,Watches,Silver
./images\51459.jpg,Women,Tops,White
./images\43522.jpg,Women,Trousers,Navy Blue
./images\11532.jpg,Women,Tops,Black
./images\3270.jpg,Men,Tshirts,Navy Blue
./images\10850.jpg,Men,Tshirts,Blue
./images\9210.jpg,Men,Sports Shoes,White
./images\12936.jpg,Men,Shirts,White
./images\26205.jpg,Men,Perfume and Body Mist,Blue
./images\17389.jpg,Men,Socks,Red
./images\9106.jpg,Women,Tops,Black
./images\57975.jpg,Women,Sarees,Green
./images\37943.jpg,Women,Tunics,Beige
./images\27781.jpg,Men,Wallets,Brown
./images\29041.jpg,Men,Track Pants,Navy Blue
./images\31323.jpg,Women,Kurtas,White
./images\31186.jpg,Men,Accessory Gift Set,Black
./images\48418.jpg,Men,Tshirts,Charcoal
./images\15132.jpg,Men,Trousers,Black
./images\13721.jpg,Men,Caps,Blue
./images\29606.jpg,Men,Tshirts,Red
./images\20986.jpg,Unisex,Belts,Beige
./images\44125.jpg,Women,Perfume and Body Mist,Black
./images\28937.jpg,Women,Kurtas,Black
./images\6211.jpg,Women,Tshirts,Blue
./images\49114.jpg,Women,Lipstick,Beige
./images\42606.jpg,Women,Pendant,Gold
./images\44437.jpg,Men,Casual Shoes,Brown
./images\7902.jpg,Men,Shorts,Brown
./images\37539.jpg,Boys,Booties,White
./images\18728.jpg,Women,Sweaters,Grey
./images\28452.jpg,Women,Leggings,Black
./images\4416.jpg,Men,Tshirts,White
./images\3482.jpg,Men,Track Pants,Blue
./images\29079.jpg,Unisex,Belts,Black
./images\59749.jpg,Women,Nightdress,White
./images\37543.jpg,Boys,Tshirts,Yellow
./images\59053.jpg,Women,Heels,Gold
./images\44211.jpg,Women,Flip Flops,Brown
./images\53765.jpg,Men,Tshirts,Blue
./images\39610.jpg,Women,Heels,Grey
./images\41357.jpg,Men,Jeans,NA
./images\42197.jpg,Women,Tunics,Navy Blue
./images\55599.jpg,Men,Shirts,Blue
./images\18677.jpg,Men,Flip Flops,Navy Blue
./images\25927.jpg,Women,Tshirts,White
./images\35460.jpg,Boys,Tshirts,Green
./images\24784.jpg,Women,Belts,White
./images\9251.jpg,Men,Shirts,Green
./images\53604.jpg,Men,Watches,Black
./images\11236.jpg,Women,Jeans,Blue
./images\29967.jpg,Men,Sunglasses,Copper
./images\51401.jpg,Men,Shirts,Blue
./images\13514.jpg,Women,Skirts,Blue
./images\52421.jpg,Women,Nightdress,Multi
./images\56313.jpg,Men,Watches,Blue
./images\22071.jpg,Women,Kurtas,Brown
./images\53131.jpg,Women,Heels,Gold
./images\32315.jpg,Women,Watches,Pink
./images\33322.jpg,Men,Shirts,Navy Blue
./images\40178.jpg,Men,Sunglasses,Black
./images\18283.jpg,Women,Kurtas,Purple
./images\48927.jpg,Women,Ring,Silver
./images\12097.jpg,Women,Kurtas,White
./images\14386.jpg,Women,Heels,Brown
./images\12249.jpg,Men,Shirts,Pink
./images\13340.jpg,Women,Skirts,Black
./images\7803.jpg,Men,Tshirts,Teal
./images\3816.jpg,Boys,Tshirts,Blue
./images\27022.jpg,Women,Jeans,Blue
./images\59794.jpg,Women,Tunics,Blue
./images\45221.jpg,Men,Watches,Black
./images\58153.jpg,Men,Caps,Black
./images\25782.jpg,Men,Suspenders,Black
./images\18201.jpg,Men,Jackets,Olive
./images\39184.jpg,Women,Kurtas,Multi
./images\8699.jpg,Women,Sunglasses,Purple
./images\5348.jpg,Men,Sports Shoes,Maroon
./images\56617.jpg,Women,Highlighter and Blush,Pink
./images\55527.jpg,Women,Highlighter and Blush,Skin
./images\20899.jpg,Women,Heels,White
./images\2751.jpg,Men,Tshirts,Grey
./images\38043.jpg,Men,Watches,Silver
./images\54171.jpg,Women,Necklace and Chains,Yellow
./images\21708.jpg,Men,Watches,Black
./images\15179.jpg,Men,Sweaters,Red
./images\17930.jpg,Women,Track Pants,Black
./images\2146.jpg,Men,Tshirts,Purple
./images\10374.jpg,Women,Tshirts,Green
./images\37949.jpg,Women,Shirts,Green
./images\56849.jpg,Men,Jeans,Navy Blue
./images\47360.jpg,Women,Handbags,Green
./images\10604.jpg,Unisex,Caps,Red
./images\14875.jpg,Women,Umbrellas,Purple
./images\56881.jpg,Women,Heels,Gold
./images\53801.jpg,Men,Tshirts,Green
./images\15098.jpg,Women,Kurtas,Brown
./images\6592.jpg,Women,Tshirts,Grey
./images\34038.jpg,Boys,Shirts,Red
./images\46786.jpg,Women,Perfume and Body Mist,Cream
./images\33729.jpg,Women,Belts,Multi
./images\25790.jpg,Men,Suspenders,Red
./images\11500.jpg,Women,Heels,Black
./images\41180.jpg,Women,Tshirts,Orange
./images\27864.jpg,Women,Tops,Black
./images\15315.jpg,Men,Sports Shoes,Black
./images\57668.jpg,Women,Nail Polish,Red
./images\33140.jpg,Boys,Tshirts,Navy Blue
./images\56447.jpg,Women,Nail Polish,Black
./images\4010.jpg,Unisex,Basketballs,Brown
./images\17921.jpg,Men,Tshirts,Blue
./images\4418.jpg,Men,Tshirts,Grey
./images\35118.jpg,Women,Necklace and Chains,Silver
./images\43237.jpg,Men,Casual Shoes,Navy Blue
./images\45287.jpg,Men,Watches,Silver
./images\11089.jpg,Men,Shirts,Blue
./images\23251.jpg,Men,Formal Shoes,Black
./images\53555.jpg,Men,Boxers,Multi
./images\37074.jpg,Women,Handbags,Black
./images\6695.jpg,Women,Tshirts,White
./images\27261.jpg,Women,Tops,Yellow
./images\2856.jpg,Men,Tshirts,Grey
./images\23258.jpg,Women,Watches,Steel
./images\50334.jpg,Women,Kurtas,Red
./images\7535.jpg,Men,Tshirts,Blue
./images\52996.jpg,Women,Sarees,Multi
./images\43756.jpg,Women,Bangle,Gold
./images\52364.jpg,Women,Nightdress,Pink
./images\11269.jpg,Men,Tshirts,Black
./images\35183.jpg,Unisex,Backpacks,Black
./images\6172.jpg,Men,Tshirts,Yellow
./images\37327.jpg,Women,Watches,Red
./images\16065.jpg,Men,Trousers,Navy Blue
./images\27354.jpg,Women,Tshirts,Black
./images\54519.jpg,Men,Casual Shoes,Navy Blue
./images\53678.jpg,Women,Handbags,Pink
./images\9458.jpg,Men,Shirts,Red
./images\35535.jpg,Girls,Sandals,Orange
./images\32450.jpg,Women,Tshirts,Black
./images\47651.jpg,Women,Dresses,Grey
./images\35661.jpg,Men,Sandals,White
./images\41844.jpg,Men,Casual Shoes,Black
./images\27726.jpg,Women,Handbags,Grey
./images\23189.jpg,Men,Shirts,Green
./images\17375.jpg,Men,Accessory Gift Set,Purple
./images\48805.jpg,Women,Pendant,Silver
./images\51843.jpg,Men,Wallets,Black
./images\36954.jpg,Men,Sports Shoes,Blue
./images\59905.jpg,Women,Scarves,Pink
./images\17214.jpg,Women,Sunglasses,Black
./images\21144.jpg,Women,Tops,White
./images\13359.jpg,Men,Casual Shoes,Beige
./images\28580.jpg,Men,Watches,Blue
./images\34104.jpg,Boys,Shirts,Black
./images\32862.jpg,Unisex,Backpacks,Grey
./images\5766.jpg,Women,Jeans,Black
./images\20220.jpg,Men,Sweaters,Navy Blue
./images\30541.jpg,Unisex,Socks,White
./images\4945.jpg,Men,Tshirts,White
./images\4654.jpg,Women,Sports Sandals,Navy Blue
./images\15632.jpg,Women,Track Pants,Black
./images\48209.jpg,Men,Sunglasses,Black
./images\30874.jpg,Women,Kurtas,Red
./images\17079.jpg,Women,Wallets,Pink
./images\42990.jpg,Women,Sports Shoes,White
./images\46940.jpg,Women,Perfume and Body Mist,Yellow
./images\5354.jpg,Men,Sports Shoes,Grey
./images\4278.jpg,Men,Sandals,Black
./images\17483.jpg,Men,Casual Shoes,Navy Blue
./images\47624.jpg,Women,Heels,Maroon
./images\39178.jpg,Women,Kurtas,Blue
./images\40473.jpg,Men,Sports Shoes,Black
./images\36757.jpg,Women,Watches,Black
./images\55617.jpg,Men,Casual Shoes,Brown
./images\34299.jpg,Women,Dupatta,Pink
./images\41392.jpg,Men,Shirts,Blue
./images\51751.jpg,Women,Flats,Blue
./images\9399.jpg,Women,Sports Shoes,Black
./images\19202.jpg,Men,Shirts,White
./images\21519.jpg,Women,Handbags,White
./images\7861.jpg,Men,Tshirts,Blue
./images\38982.jpg,Men,Shirts,Green
./images\5417.jpg,Girls,Tshirts,Blue
./images\46615.jpg,Women,Heels,Red
./images\53065.jpg,Women,Handbags,Brown
./images\22887.jpg,Men,Sandals,Olive
./images\6140.jpg,Men,Sports Shoes,Black
./images\41854.jpg,Men,Messenger Bag,Navy Blue
./images\29131.jpg,Women,Sunglasses,Black
./images\35064.jpg,Men,Belts,Black
./images\55999.jpg,Women,Lipstick,Brown
./images\2316.jpg,Men,Tshirts,Green
./images\30992.jpg,Men,Perfume and Body Mist,NA
./images\4470.jpg,Men,Sports Shoes,White
./images\25464.jpg,Women,Sports Shoes,Black
./images\6427.jpg,Unisex,Casual Shoes,Purple
./images\38776.jpg,Men,Casual Shoes,Khaki
./images\57933.jpg,Men,Tshirts,Grey Melange
./images\27093.jpg,Women,Kurtas,Multi
./images\8977.jpg,Women,Casual Shoes,Black
./images\49646.jpg,Women,Dresses,Navy Blue
./images\16502.jpg,Men,Tshirts,Navy Blue
./images\19251.jpg,Women,Watches,White
./images\55257.jpg,Women,Kajal and Eyeliner,Grey
./images\21091.jpg,Men,Casual Shoes,Brown
./images\37710.jpg,Men,Tshirts,Blue
./images\36621.jpg,Women,Heels,Turquoise Blue
./images\32414.jpg,Men,Tshirts,White
./images\45289.jpg,Women,Watches,Black
./images\6598.jpg,Women,Tops,Blue
./images\38159.jpg,Women,Sunglasses,Brown
./images\26477.jpg,Men,Tshirts,White
./images\44618.jpg,Men,Flip Flops,Grey
./images\3656.jpg,Men,Sports Shoes,Black
./images\41636.jpg,Men,Shirts,Burgundy
./images\43372.jpg,Women,Sports Shoes,White
./images\2124.jpg,Women,Tshirts,Black
./images\44900.jpg,Men,Tshirts,White
./images\11387.jpg,Men,Shirts,Blue
./images\24606.jpg,Men,Sweatshirts,Blue
./images\4697.jpg,Unisex,Watches,Black
./images\54721.jpg,Women,Kurta Sets,White
./images\51602.jpg,Women,Jeans,Blue
./images\52915.jpg,Women,Sarees,White
./images\3627.jpg,Men,Sandals,Black
./images\24188.jpg,Unisex,Casual Shoes,Red
./images\4983.jpg,Women,Dresses,White
./images\15122.jpg,Men,Trousers,Brown
./images\48499.jpg,Women,Jeans,Grey
./images\11032.jpg,Women,Shirts,Blue
./images\41908.jpg,Women,Fragrance Gift Set,Red
./images\59051.jpg,Women,Flats,Black
./images\16395.jpg,Men,Shirts,Black
./images\28638.jpg,Men,Sports Shoes,White
./images\31847.jpg,Women,Watches,Gold
./images\51517.jpg,Women,Watches,Black
./images\24554.jpg,Men,Tshirts,Green
./images\43242.jpg,Men,Sports Shoes,White
./images\2227.jpg,Men,Sandals,Grey
./images\3175.jpg,Men,Sports Shoes,Black
./images\15200.jpg,Men,Tshirts,Yellow
./images\2507.jpg,Men,Casual Shoes,White
./images\43673.jpg,Women,Jackets,Blue
./images\31658.jpg,Men,Shirts,White
./images\5671.jpg,Men,Tshirts,White
./images\35105.jpg,Men,Wallets,Black
./images\57348.jpg,Women,Bra,Black
./images\14552.jpg,Men,Casual Shoes,Grey
./images\42044.jpg,Men,Casual Shoes,Grey
./images\8438.jpg,Women,Tops,Yellow
./images\50443.jpg,Men,Briefs,Navy Blue
./images\14997.jpg,Men,Sweaters,Navy Blue
./images\22459.jpg,Women,Leggings,Purple
./images\11772.jpg,Men,Tshirts,Black
./images\56828.jpg,Men,Jeans,Blue
./images\19578.jpg,Women,Tops,Purple
./images\29289.jpg,Men,Shirts,Pink
./images\47065.jpg,Women,Patiala,Maroon
./images\35315.jpg,Women,Earrings,Silver
./images\33193.jpg,Women,Tops,Grey
./images\31049.jpg,Men,Shirts,Beige
./images\30776.jpg,Men,Kurtis,Maroon
./images\5392.jpg,Unisex,Sports Shoes,White
./images\35085.jpg,Men,Ties,Blue
./images\22626.jpg,Men,Sweaters,Grey
./images\28510.jpg,Men,Tshirts,Black
./images\25046.jpg,Men,Accessory Gift Set,Blue
./images\47290.jpg,Women,Wallets,Green
./images\3699.jpg,Women,Tshirts,Navy Blue
./images\27023.jpg,Women,Jeans,Blue
./images\55945.jpg,Women,Nail Polish,Brown
./images\25922.jpg,Women,Tshirts,Navy Blue
./images\10030.jpg,Women,Tshirts,Black
./images\23689.jpg,Men,Wallets,Black
./images\41996.jpg,Girls,Dresses,Black
./images\13186.jpg,Men,Casual Shoes,Black
./images\29943.jpg,Men,Watches,Black
./images\35329.jpg,Women,Earrings,Silver
./images\22685.jpg,Unisex,Waist Pouch,Black
./images\28341.jpg,Men,Sunglasses,Copper
./images\40063.jpg,Unisex,Caps,Blue
./images\50594.jpg,Men,Briefs,Grey
./images\52911.jpg,Women,Sarees,Mustard
./images\43339.jpg,Men,Sports Shoes,Charcoal
./images\11488.jpg,Men,Watches,White
./images\15610.jpg,Men,Shorts,Black
./images\24686.jpg,Men,Sandals,Black
./images\4464.jpg,Boys,Tshirts,Red
./images\41997.jpg,Girls,Tops,Blue
./images\10262.jpg,Men,Trousers,Black
./images\27085.jpg,Women,Heels,Pink
./images\20681.jpg,Men,Casual Shoes,Black
./images\18570.jpg,Men,Tshirts,Red
./images\8963.jpg,Women,Sports Shoes,Black
./images\36939.jpg,Women,Perfume and Body Mist,White
./images\43333.jpg,Women,Handbags,Brown
./images\39980.jpg,Men,Casual Shoes,Brown
./images\14539.jpg,Women,Kurtis,Maroon
./images\34519.jpg,Men,Sandals,Grey
./images\59128.jpg,Men,Jackets,Olive
./images\54188.jpg,Men,Briefs,Blue
./images\7569.jpg,Men,Tshirts,Blue
./images\29283.jpg,Men,Shirts,Purple
./images\11900.jpg,Men,Formal Shoes,Black
./images\31856.jpg,Men,Watches,Black
./images\29911.jpg,Men,Watches,Black
./images\17113.jpg,Women,Clutches,Gold
./images\24153.jpg,Women,Kurtas,Black
./images\45690.jpg,Women,Perfume and Body Mist,Pink
./images\5694.jpg,Men,Casual Shoes,Brown
./images\51576.jpg,Men,Watches,Silver
./images\51521.jpg,Men,Watches,Silver
./images\21467.jpg,Women,Casual Shoes,Brown
./images\39025.jpg,Women,Watches,White
./images\59459.jpg,Women,Ring,Silver
./images\28167.jpg,Men,Sunglasses,Gold
./images\14508.jpg,Men,Tshirts,Navy Blue
./images\47390.jpg,Women,Handbags,Olive
./images\21166.jpg,Women,Tops,Black
./images\6463.jpg,Men,Flip Flops,Black
./images\54325.jpg,Women,Bra,White
./images\38300.jpg,Men,Wallets,Brown
./images\11408.jpg,Men,Sweatshirts,Black
./images\20370.jpg,Men,Shirts,White
./images\29434.jpg,Men,Watches,White
./images\12974.jpg,Men,Sports Shoes,White
./images\4680.jpg,Unisex,Backpacks,Black
./images\38635.jpg,Men,Tshirts,Blue
./images\13538.jpg,Men,Casual Shoes,Black
./images\51772.jpg,Men,Wallets,Black
./images\43061.jpg,Men,Tshirts,Black
./images\17603.jpg,Unisex,Sunglasses,Grey
./images\56537.jpg,Women,Lipstick,Pink
./images\19047.jpg,Women,Heels,Multi
./images\22764.jpg,Women,Kurtas,Blue
./images\31109.jpg,Boys,Tshirts,Orange
./images\28097.jpg,Men,Briefs,Navy Blue
./images\44069.jpg,Men,Perfume and Body Mist,Silver
./images\32441.jpg,Men,Tshirts,Navy Blue
./images\3811.jpg,Boys,Tshirts,Red
./images\5990.jpg,Men,Shirts,Purple
./images\53934.jpg,Women,Handbags,Brown
./images\15084.jpg,Men,Churidar,White
./images\28160.jpg,Men,Sunglasses,Metallic
./images\49699.jpg,Men,Ties,Red
./images\17552.jpg,Men,Shirts,Blue
./images\31112.jpg,Boys,Capris,Yellow
./images\59003.jpg,Men,Deodorant,Blue
./images\31708.jpg,Women,Earrings,Silver
./images\28389.jpg,Men,Sunglasses,Black
./images\39027.jpg,Men,Watches,Black
./images\9463.jpg,Men,Shirts,White
./images\29139.jpg,Women,Sunglasses,Black
./images\15074.jpg,Men,Sandals,Brown
./images\11260.jpg,Women,Skirts,Green
./images\25262.jpg,Women,Handbags,Beige
./images\14722.jpg,Women,Shirts,Black
./images\9558.jpg,Men,Tshirts,Black
./images\58181.jpg,Women,Handbags,Red
./images\43219.jpg,Women,Watches,Silver
./images\36031.jpg,Men,Belts,Black
./images\22814.jpg,Men,Shorts,Navy Blue
./images\49743.jpg,Men,Ties,White
./images\47644.jpg,Men,Casual Shoes,Brown
./images\6746.jpg,Men,Sports Shoes,Black
./images\40172.jpg,Men,Sunglasses,Black
./images\28122.jpg,Men,Briefs,Olive
./images\32467.jpg,Men,Tshirts,White
./images\54683.jpg,Women,Kurtas,Multi
./images\10171.jpg,Men,Formal Shoes,Brown
./images\43700.jpg,Women,Tops,Green
./images\37103.jpg,Men,Trousers,Brown
./images\8247.jpg,Unisex,Casual Shoes,Black
./images\38434.jpg,Women,Handbags,Blue
./images\53811.jpg,Women,Tunics,White
./images\14176.jpg,Men,Belts,Black
./images\37646.jpg,Women,Wallets,Black
./images\38941.jpg,Boys,Shorts,Blue
./images\22380.jpg,Men,Shirts,White
./images\50018.jpg,Women,Leggings,Black
./images\22731.jpg,Men,Sports Shoes,Brown
./images\57311.jpg,Women,Bra,Black
./images\46530.jpg,Women,Watches,White
./images\27479.jpg,Women,Bra,White
./images\32206.jpg,Women,Kurtas,Green
./images\9923.jpg,Unisex,Handbags,Black
./images\8526.jpg,Women,Sports Shoes,Black
./images\58182.jpg,Women,Handbags,Yellow
./images\48383.jpg,Men,Jeans,Black
./images\7023.jpg,Men,Tshirts,Orange
./images\14940.jpg,Men,Shorts,Black
./images\22613.jpg,Men,Tshirts,Grey
./images\26990.jpg,Women,Shorts,Blue
./images\46572.jpg,Men,Watches,White
./images\10767.jpg,Unisex,Flip Flops,White
./images\45242.jpg,Women,Watches,Black
./images\33837.jpg,Women,Sports Shoes,Grey
./images\4480.jpg,Unisex,Sports Shoes,Black
./images\29884.jpg,Women,Sunglasses,Purple
./images\3170.jpg,Women,Sports Shoes,White
./images\24423.jpg,Men,Sports Shoes,Blue
./images\19259.jpg,Women,Watches,Gold
./images\49325.jpg,Women,Watches,White
./images\47681.jpg,Men,Casual Shoes,Navy Blue
./images\55090.jpg,Women,Face Moisturisers,Silver
./images\16059.jpg,Men,Trousers,Olive
./images\1607.jpg,Men,Track Pants,Blue
./images\2242.jpg,Men,Tshirts,Blue
./images\26466.jpg,Men,Tshirts,Green
./images\57483.jpg,Men,Casual Shoes,Navy Blue
./images\55949.jpg,Women,Nail Polish,Maroon
./images\19189.jpg,Men,Shirts,White
./images\3077.jpg,Men,Tshirts,Blue
./images\32641.jpg,Women,Tshirts,Orange
./images\12338.jpg,Women,Jeans,Blue
./images\59993.jpg,Women,Dresses,Black
./images\13209.jpg,Men,Sports Shoes,Blue
./images\21930.jpg,Women,Kurtas,Blue
./images\48079.jpg,Men,Tshirts,Green
./images\12927.jpg,Men,Casual Shoes,Black
./images\19099.jpg,Women,Kurtas,Pink
./images\38749.jpg,Unisex,Backpacks,Grey
./images\49755.jpg,Men,Ties,Blue
./images\16928.jpg,Men,Sweaters,Black
./images\43511.jpg,Women,Dresses,Navy Blue
./images\4641.jpg,Men,Sports Shoes,White
./images\30944.jpg,Women,Kurtis,Olive
./images\46971.jpg,Women,Handbags,Purple
./images\26430.jpg,Women,Handbags,Brown
./images\7741.jpg,Men,Sports Shoes,Black
./images\43593.jpg,Girls,Tshirts,Pink
./images\9393.jpg,Men,Sports Shoes,Black
./images\26655.jpg,Women,Sports Shoes,Pink
./images\29320.jpg,Men,Tshirts,Green
./images\57743.jpg,Women,Foundation and Primer,Skin
